102051 silly lifecycle grunt-newer@0.7.0~preinstall: no script for preinstall, continuing
110587 silly install nopt@3.0.6 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/nopt-5a9cfc23
110588 info lifecycle nopt@3.0.6~install: nopt@3.0.6
110589 silly lifecycle nopt@3.0.6~install: no script for install, continuing
110590 silly install indexof@0.0.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/indexof-8130de70
110591 info lifecycle indexof@0.0.1~install: indexof@0.0.1
110592 silly lifecycle indexof@0.0.1~install: no script for install, continuing
110593 silly install intersect@0.0.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/intersect-bc4abd4e
110594 info lifecycle intersect@0.0.3~install: intersect@0.0.3
110595 silly lifecycle intersect@0.0.3~install: no script for install, continuing
110596 silly install bower-json@0.4.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/bower-json-d61d8697
110597 info lifecycle bower-json@0.4.0~install: bower-json@0.4.0
110598 silly lifecycle bower-json@0.4.0~install: no script for install, continuing
110599 silly install ipaddr.js@1.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/ipaddr.js-f1b4e401
110600 info lifecycle ipaddr.js@1.1.1~install: ipaddr.js@1.1.1
110601 silly lifecycle ipaddr.js@1.1.1~install: no script for install, continuing
110602 silly install is-binary-path@1.0.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-binary-path-b8ecc5db
110603 info lifecycle is-binary-path@1.0.1~install: is-binary-path@1.0.1
110604 silly lifecycle is-binary-path@1.0.1~install: no script for install, continuing
110605 silly install is-bmp@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-bmp-6bfdc535
110606 info lifecycle is-bmp@0.1.1~install: is-bmp@0.1.1
110607 silly lifecycle is-bmp@0.1.1~install: no script for install, continuing
110608 silly install is-buffer@1.1.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-buffer-4f631294
110609 info lifecycle is-buffer@1.1.4~install: is-buffer@1.1.4
110610 silly lifecycle is-buffer@1.1.4~install: no script for install, continuing
110611 silly install is-dotfile@1.0.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-dotfile-d770e329
110612 info lifecycle is-dotfile@1.0.2~install: is-dotfile@1.0.2
110613 silly lifecycle is-dotfile@1.0.2~install: no script for install, continuing
110614 silly install is-extendable@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-extendable-6708f673
110615 info lifecycle is-extendable@0.1.1~install: is-extendable@0.1.1
110616 silly lifecycle is-extendable@0.1.1~install: no script for install, continuing
110617 silly install is-extglob@1.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-extglob-7fc9008d
110618 info lifecycle is-extglob@1.0.0~install: is-extglob@1.0.0
110619 silly lifecycle is-extglob@1.0.0~install: no script for install, continuing
110620 silly install extglob@0.3.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/extglob-5b21a12a
110621 info lifecycle extglob@0.3.2~install: extglob@0.3.2
110622 silly lifecycle extglob@0.3.2~install: no script for install, continuing
110623 silly install is-gif@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-gif-d760ac6d
110624 info lifecycle is-gif@0.1.1~install: is-gif@0.1.1
110625 silly lifecycle is-gif@0.1.1~install: no script for install, continuing
110626 silly install is-glob@2.0.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-glob-97937c2d
110627 info lifecycle is-glob@2.0.1~install: is-glob@2.0.1
110628 silly lifecycle is-glob@2.0.1~install: no script for install, continuing
110629 silly install glob-parent@2.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/glob-parent-e29627cb
110630 info lifecycle glob-parent@2.0.0~install: glob-parent@2.0.0
110631 silly lifecycle glob-parent@2.0.0~install: no script for install, continuing
110632 silly install glob-base@0.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/glob-base-c6b72fff
110633 info lifecycle glob-base@0.3.0~install: glob-base@0.3.0
110634 silly lifecycle glob-base@0.3.0~install: no script for install, continuing
110635 silly install is-jpg@0.1.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-jpg-c224c886
110636 info lifecycle is-jpg@0.1.2~install: is-jpg@0.1.2
110637 silly lifecycle is-jpg@0.1.2~install: no script for install, continuing
110638 silly install is-jxr@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-jxr-5dd76708
110639 info lifecycle is-jxr@0.1.1~install: is-jxr@0.1.1
110640 silly lifecycle is-jxr@0.1.1~install: no script for install, continuing
110641 silly install is-png@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-png-3bb44594
110642 info lifecycle is-png@0.1.1~install: is-png@0.1.1
110643 silly lifecycle is-png@0.1.1~install: no script for install, continuing
110644 silly install is-posix-bracket@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-posix-bracket-ba06541f
110645 info lifecycle is-posix-bracket@0.1.1~install: is-posix-bracket@0.1.1
110646 silly lifecycle is-posix-bracket@0.1.1~install: no script for install, continuing
110647 silly install expand-brackets@0.1.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/expand-brackets-1a2aa1b0
110648 info lifecycle expand-brackets@0.1.5~install: expand-brackets@0.1.5
110649 silly lifecycle expand-brackets@0.1.5~install: no script for install, continuing
110650 silly install is-primitive@2.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-primitive-1860687d
110651 info lifecycle is-primitive@2.0.0~install: is-primitive@2.0.0
110652 silly lifecycle is-primitive@2.0.0~install: no script for install, continuing
110653 silly install is-equal-shallow@0.1.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-equal-shallow-49e9d024
110654 info lifecycle is-equal-shallow@0.1.3~install: is-equal-shallow@0.1.3
110655 silly lifecycle is-equal-shallow@0.1.3~install: no script for install, continuing
110656 silly install is-psd@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-psd-9fb65c34
110657 info lifecycle is-psd@0.1.1~install: is-psd@0.1.1
110658 silly lifecycle is-psd@0.1.1~install: no script for install, continuing
110659 silly install is-svg@0.1.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-svg-67cb8a2a
110660 info lifecycle is-svg@0.1.2~install: is-svg@0.1.2
110661 silly lifecycle is-svg@0.1.2~install: no script for install, continuing
110662 silly install is-tif@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-tif-5d099ba2
110663 info lifecycle is-tif@0.1.1~install: is-tif@0.1.1
110664 silly lifecycle is-tif@0.1.1~install: no script for install, continuing
110665 silly install is-webp@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-webp-61dea3d7
110666 info lifecycle is-webp@0.1.1~install: is-webp@0.1.1
110667 silly lifecycle is-webp@0.1.1~install: no script for install, continuing
110668 silly install isobject@2.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/isobject-3cea1eea
110669 info lifecycle isobject@2.1.0~install: isobject@2.1.0
110670 silly lifecycle isobject@2.1.0~install: no script for install, continuing
110671 silly install commander@0.6.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/commander-781c31e0
110672 info lifecycle commander@0.6.1~install: commander@0.6.1
110673 silly lifecycle commander@0.6.1~install: no script for install, continuing
110674 silly install mkdirp@0.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mkdirp-a09a5819
110675 info lifecycle mkdirp@0.3.0~install: mkdirp@0.3.0
110676 silly lifecycle mkdirp@0.3.0~install: no script for install, continuing
110677 silly install jade@0.26.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jade-c4000ca7
110678 info lifecycle jade@0.26.3~install: jade@0.26.3
110679 silly lifecycle jade@0.26.3~install: no script for install, continuing
110680 silly install jasmine-core@2.1.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jasmine-core-08d32431
110681 info lifecycle jasmine-core@2.1.3~install: jasmine-core@2.1.3
110682 silly lifecycle jasmine-core@2.1.3~install: no script for install, continuing
110683 silly install minimatch@0.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/minimatch-2207ca15
110684 info lifecycle minimatch@0.3.0~install: minimatch@0.3.0
110685 silly lifecycle minimatch@0.3.0~install: no script for install, continuing
110686 silly install glob@3.2.11 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/glob-5405d5a9
110687 info lifecycle glob@3.2.11~install: glob@3.2.11
110688 silly lifecycle glob@3.2.11~install: no script for install, continuing
110689 silly install jasmine@2.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jasmine-94ebc07b
110690 info lifecycle jasmine@2.1.1~install: jasmine@2.1.1
110691 silly lifecycle jasmine@2.1.1~install: no script for install, continuing
110692 silly install jasminewd@1.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jasminewd-198c4dbd
110693 info lifecycle jasminewd@1.1.0~install: jasminewd@1.1.0
110694 silly lifecycle jasminewd@1.1.0~install: no script for install, continuing
110695 silly install jasminewd2@0.0.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jasminewd2-bdb7d088
110696 info lifecycle jasminewd2@0.0.2~install: jasminewd2@0.0.2
110697 silly lifecycle jasminewd2@0.0.2~install: no script for install, continuing
110698 silly install jit-grunt@0.5.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jit-grunt-da9a21bf
110699 info lifecycle jit-grunt@0.5.0~install: jit-grunt@0.5.0
110700 silly lifecycle jit-grunt@0.5.0~install: no script for install, continuing
110701 silly install ansi-styles@1.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/ansi-styles-62bdd4eb
110702 info lifecycle ansi-styles@1.0.0~install: ansi-styles@1.0.0
110703 silly lifecycle ansi-styles@1.0.0~install: no script for install, continuing
110704 silly install strip-ansi@0.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/strip-ansi-29637fde
110705 info lifecycle strip-ansi@0.1.1~install: strip-ansi@0.1.1
110706 silly lifecycle strip-ansi@0.1.1~install: no script for install, continuing
110707 silly install chalk@0.4.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/chalk-103bc36e
110708 info lifecycle chalk@0.4.0~install: chalk@0.4.0
110709 silly lifecycle chalk@0.4.0~install: no script for install, continuing
110710 silly install jshint-stylish@0.1.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jshint-stylish-aedb7052
110711 info lifecycle jshint-stylish@0.1.5~install: jshint-stylish@0.1.5
110712 silly lifecycle jshint-stylish@0.1.5~install: no script for install, continuing
110713 silly install minimatch@1.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/minimatch-87aa06fc
110714 info lifecycle minimatch@1.0.0~install: minimatch@1.0.0
110715 silly lifecycle minimatch@1.0.0~install: no script for install, continuing
110716 silly install shelljs@0.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/shelljs-8b2fbf59
110717 info lifecycle shelljs@0.3.0~install: shelljs@0.3.0
110718 silly lifecycle shelljs@0.3.0~install: no script for install, continuing
110719 silly install underscore@1.6.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/underscore-8f2dc397
110720 info lifecycle underscore@1.6.0~install: underscore@1.6.0
110721 silly lifecycle underscore@1.6.0~install: no script for install, continuing
110722 silly install jshint@2.5.11 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jshint-44df0df9
110723 info lifecycle jshint@2.5.11~install: jshint@2.5.11
110724 silly lifecycle jshint@2.5.11~install: no script for install, continuing
110725 silly install grunt-contrib-jshint@0.10.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/grunt-contrib-jshint-a23f512a
110726 info lifecycle grunt-contrib-jshint@0.10.0~install: grunt-contrib-jshint@0.10.0
110727 silly lifecycle grunt-contrib-jshint@0.10.0~install: no script for install, continuing
110728 silly install json3@3.2.6 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/json3-15c8dfbf
110729 info lifecycle json3@3.2.6~install: json3@3.2.6
110730 silly lifecycle json3@3.2.6~install: no script for install, continuing
110731 silly install jsonfile@1.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jsonfile-8dc027e7
110732 info lifecycle jsonfile@1.1.1~install: jsonfile@1.1.1
110733 silly lifecycle jsonfile@1.1.1~install: no script for install, continuing
110734 silly install fs-extra@0.8.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/fs-extra-cab2f93d
110735 info lifecycle fs-extra@0.8.1~install: fs-extra@0.8.1
110736 silly lifecycle fs-extra@0.8.1~install: no script for install, continuing
110737 silly install jsonify@0.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jsonify-de74203e
110738 info lifecycle jsonify@0.0.0~install: jsonify@0.0.0
110739 silly lifecycle jsonify@0.0.0~install: no script for install, continuing
110740 silly install junk@1.0.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/junk-a1fdb474
110741 info lifecycle junk@1.0.3~install: junk@1.0.3
110742 silly lifecycle junk@1.0.3~install: no script for install, continuing
110743 silly install jwa@0.0.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jwa-44036956
110744 info lifecycle jwa@0.0.1~install: jwa@0.0.1
110745 silly lifecycle jwa@0.0.1~install: no script for install, continuing
110746 silly install jws@0.2.6 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jws-a0df5ead
110747 info lifecycle jws@0.2.6~install: jws@0.2.6
110748 silly lifecycle jws@0.2.6~install: no script for install, continuing
110749 silly install jsonwebtoken@0.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/jsonwebtoken-ece88659
110750 info lifecycle jsonwebtoken@0.3.0~install: jsonwebtoken@0.3.0
110751 silly lifecycle jsonwebtoken@0.3.0~install: no script for install, continuing
110752 silly install karma-chrome-launcher@0.1.12 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-chrome-launcher-c2ae0af8
110753 info lifecycle karma-chrome-launcher@0.1.12~install: karma-chrome-launcher@0.1.12
110754 silly lifecycle karma-chrome-launcher@0.1.12~install: no script for install, continuing
110755 silly install mkdirp@0.3.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mkdirp-b1126061
110756 info lifecycle mkdirp@0.3.5~install: mkdirp@0.3.5
110757 silly lifecycle mkdirp@0.3.5~install: no script for install, continuing
110758 silly install coffee-script@1.7.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/coffee-script-55be4c4d
110759 info lifecycle coffee-script@1.7.1~install: coffee-script@1.7.1
110760 silly lifecycle coffee-script@1.7.1~install: no script for install, continuing
110761 silly install karma-coffee-preprocessor@0.2.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-coffee-preprocessor-9c22f748
110762 info lifecycle karma-coffee-preprocessor@0.2.1~install: karma-coffee-preprocessor@0.2.1
110763 silly lifecycle karma-coffee-preprocessor@0.2.1~install: no script for install, continuing
110764 silly install karma-firefox-launcher@0.1.7 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-firefox-launcher-d1056931
110765 info lifecycle karma-firefox-launcher@0.1.7~install: karma-firefox-launcher@0.1.7
110766 silly lifecycle karma-firefox-launcher@0.1.7~install: no script for install, continuing
110767 silly install karma-html2js-preprocessor@0.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-html2js-preprocessor-dfa10890
110768 info lifecycle karma-html2js-preprocessor@0.1.0~install: karma-html2js-preprocessor@0.1.0
110769 silly lifecycle karma-html2js-preprocessor@0.1.0~install: no script for install, continuing
110770 silly install mkdirp@0.3.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mkdirp-25577869
110771 info lifecycle mkdirp@0.3.5~install: mkdirp@0.3.5
110772 silly lifecycle mkdirp@0.3.5~install: no script for install, continuing
110773 silly install karma-jasmine@0.1.6 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-jasmine-68d64305
110774 info lifecycle karma-jasmine@0.1.6~install: karma-jasmine@0.1.6
110775 silly lifecycle karma-jasmine@0.1.6~install: no script for install, continuing
110776 silly install karma-ng-html2js-preprocessor@0.1.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-ng-html2js-preprocessor-7061b772
110777 info lifecycle karma-ng-html2js-preprocessor@0.1.2~install: karma-ng-html2js-preprocessor@0.1.2
110778 silly lifecycle karma-ng-html2js-preprocessor@0.1.2~install: no script for install, continuing
110779 silly install character-parser@1.2.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/character-parser-f44dbf0f
110780 info lifecycle character-parser@1.2.0~install: character-parser@1.2.0
110781 silly lifecycle character-parser@1.2.0~install: no script for install, continuing
110782 silly install commander@2.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/commander-68d985a0
110783 info lifecycle commander@2.1.0~install: commander@2.1.0
110784 silly lifecycle commander@2.1.0~install: no script for install, continuing
110785 silly install mkdirp@0.3.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mkdirp-d5ecf2dd
110786 info lifecycle mkdirp@0.3.5~install: mkdirp@0.3.5
110787 silly lifecycle mkdirp@0.3.5~install: no script for install, continuing
110788 silly install readdirp@0.2.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/readdirp-fa152f40
110789 info lifecycle readdirp@0.2.5~install: readdirp@0.2.5
110790 silly lifecycle readdirp@0.2.5~install: no script for install, continuing
110791 silly install monocle@1.1.51 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/monocle-b2e6a464
110792 info lifecycle monocle@1.1.51~install: monocle@1.1.51
110793 silly lifecycle monocle@1.1.51~install: no script for install, continuing
110794 silly install karma-ng-scenario@0.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-ng-scenario-db8ef280
110795 info lifecycle karma-ng-scenario@0.1.0~install: karma-ng-scenario@0.1.0
110796 silly lifecycle karma-ng-scenario@0.1.0~install: no script for install, continuing
110797 silly install karma-requirejs@0.2.6 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-requirejs-3fbdece7
110798 info lifecycle karma-requirejs@0.2.6~install: karma-requirejs@0.2.6
110799 silly lifecycle karma-requirejs@0.2.6~install: no script for install, continuing
110800 silly install karma-script-launcher@0.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/karma-script-launcher-99f6eb90
110801 info lifecycle karma-script-launcher@0.1.0~install: karma-script-launcher@0.1.0
110802 silly lifecycle karma-script-launcher@0.1.0~install: no script for install, continuing
110803 silly install colors@1.1.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/colors-2681b961
110804 info lifecycle colors@1.1.2~install: colors@1.1.2
110805 silly lifecycle colors@1.1.2~install: no script for install, continuing
110806 silly install commander@2.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/commander-1eb27127
110807 info lifecycle commander@2.1.0~install: commander@2.1.0
110808 silly lifecycle commander@2.1.0~install: no script for install, continuing
110809 silly install lodash@3.10.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lodash-0fb6a5b8
110810 info lifecycle lodash@3.10.1~install: lodash@3.10.1
110811 silly lifecycle lodash@3.10.1~install: no script for install, continuing
110812 silly install mime@1.3.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mime-36a5f4f4
110813 info lifecycle mime@1.3.4~install: mime@1.3.4
110814 silly lifecycle mime@1.3.4~install: no script for install, continuing
110815 silly install minimatch@2.0.10 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/minimatch-f6df3871
110816 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
110817 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
110818 silly install glob@5.0.15 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/glob-4bdb905d
110819 info lifecycle glob@5.0.15~install: glob@5.0.15
110820 silly lifecycle glob@5.0.15~install: no script for install, continuing
110821 silly install nan@1.0.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/nan-60cd2f48
110822 info lifecycle nan@1.0.0~install: nan@1.0.0
110823 silly lifecycle nan@1.0.0~install: no script for install, continuing
110824 silly install q@1.4.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/q-2ae14684
110825 info lifecycle q@1.4.1~install: q@1.4.1
110826 silly lifecycle q@1.4.1~install: no script for install, continuing
110827 silly install minimatch@3.0.3 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/minimatch-d4343dc8
110828 info lifecycle minimatch@3.0.3~install: minimatch@3.0.3
110829 silly lifecycle minimatch@3.0.3~install: no script for install, continuing
110830 silly install glob@7.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/glob-c1bd8552
110831 info lifecycle glob@7.1.0~install: glob@7.1.0
110832 silly lifecycle glob@7.1.0~install: no script for install, continuing
110833 silly install rimraf@2.5.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/rimraf-f8751cff
110834 info lifecycle rimraf@2.5.4~install: rimraf@2.5.4
110835 silly lifecycle rimraf@2.5.4~install: no script for install, continuing
110836 silly install source-map@0.4.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/source-map-06008169
110837 info lifecycle source-map@0.4.4~install: source-map@0.4.4
110838 silly lifecycle source-map@0.4.4~install: no script for install, continuing
110839 silly install uglify-js@1.2.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/uglify-js-9f642901
110840 info lifecycle uglify-js@1.2.5~install: uglify-js@1.2.5
110841 silly lifecycle uglify-js@1.2.5~install: no script for install, continuing
110842 silly install kew@0.7.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/kew-2e34c02a
110843 info lifecycle kew@0.7.0~install: kew@0.7.0
110844 silly lifecycle kew@0.7.0~install: no script for install, continuing
110845 silly install keypress@0.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/keypress-e0a14fc7
110846 info lifecycle keypress@0.1.0~install: keypress@0.1.0
110847 silly lifecycle keypress@0.1.0~install: no script for install, continuing
110848 silly install commander@1.2.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/commander-80b6294f
110849 info lifecycle commander@1.2.0~install: commander@1.2.0
110850 silly lifecycle commander@1.2.0~install: no script for install, continuing
110851 silly install kind-of@3.0.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/kind-of-418809df
110852 info lifecycle kind-of@3.0.4~install: kind-of@3.0.4
110853 silly lifecycle kind-of@3.0.4~install: no script for install, continuing
110854 silly install is-number@2.1.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/is-number-e4112419
110855 info lifecycle is-number@2.1.0~install: is-number@2.1.0
110856 silly lifecycle is-number@2.1.0~install: no script for install, continuing
110857 silly install klaw@1.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/klaw-586d6bcf
110858 info lifecycle klaw@1.3.0~install: klaw@1.3.0
110859 silly lifecycle klaw@1.3.0~install: no script for install, continuing
110860 silly install asn1@0.1.11 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/asn1-630ec556
110861 info lifecycle asn1@0.1.11~install: asn1@0.1.11
110862 silly lifecycle asn1@0.1.11~install: no script for install, continuing
110863 silly install assert-plus@0.1.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/assert-plus-1da3adfb
110864 info lifecycle assert-plus@0.1.5~install: assert-plus@0.1.5
110865 silly lifecycle assert-plus@0.1.5~install: no script for install, continuing
110866 silly install async@0.9.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/async-db94c954
110867 info lifecycle async@0.9.2~install: async@0.9.2
110868 silly lifecycle async@0.9.2~install: no script for install, continuing
110869 silly install aws-sign2@0.5.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/aws-sign2-bf09d868
110870 info lifecycle aws-sign2@0.5.0~install: aws-sign2@0.5.0
110871 silly lifecycle aws-sign2@0.5.0~install: no script for install, continuing
110872 silly install delayed-stream@0.0.5 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/delayed-stream-33e66884
110873 info lifecycle delayed-stream@0.0.5~install: delayed-stream@0.0.5
110874 silly lifecycle delayed-stream@0.0.5~install: no script for install, continuing
110875 silly install combined-stream@0.0.7 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/combined-stream-8e2178a7
110876 info lifecycle combined-stream@0.0.7~install: combined-stream@0.0.7
110877 silly lifecycle combined-stream@0.0.7~install: no script for install, continuing
110878 silly install forever-agent@0.5.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/forever-agent-e92558f6
110879 info lifecycle forever-agent@0.5.2~install: forever-agent@0.5.2
110880 silly lifecycle forever-agent@0.5.2~install: no script for install, continuing
110881 silly install form-data@0.1.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/form-data-9a6a2d52
110882 info lifecycle form-data@0.1.4~install: form-data@0.1.4
110883 silly lifecycle form-data@0.1.4~install: no script for install, continuing
110884 silly install hoek@0.9.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/hoek-eff101c2
110885 info lifecycle hoek@0.9.1~install: hoek@0.9.1
110886 silly lifecycle hoek@0.9.1~install: no script for install, continuing
110887 silly install boom@0.4.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/boom-92308a69
110888 info lifecycle boom@0.4.2~install: boom@0.4.2
110889 silly lifecycle boom@0.4.2~install: no script for install, continuing
110890 silly install cryptiles@0.2.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/cryptiles-287298f5
110891 info lifecycle cryptiles@0.2.2~install: cryptiles@0.2.2
110892 silly lifecycle cryptiles@0.2.2~install: no script for install, continuing
110893 silly install http-signature@0.10.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/http-signature-a0133650
110894 info lifecycle http-signature@0.10.1~install: http-signature@0.10.1
110895 silly lifecycle http-signature@0.10.1~install: no script for install, continuing
110896 silly install mime-types@1.0.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/mime-types-55fa1041
110897 info lifecycle mime-types@1.0.2~install: mime-types@1.0.2
110898 silly lifecycle mime-types@1.0.2~install: no script for install, continuing
110899 silly install oauth-sign@0.3.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/oauth-sign-eeb3044c
110900 info lifecycle oauth-sign@0.3.0~install: oauth-sign@0.3.0
110901 silly lifecycle oauth-sign@0.3.0~install: no script for install, continuing
110902 silly install qs@1.0.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/qs-ab91fd94
110903 info lifecycle qs@1.0.2~install: qs@1.0.2
110904 silly lifecycle qs@1.0.2~install: no script for install, continuing
110905 silly install sntp@0.2.4 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/sntp-dc93d6e2
110906 info lifecycle sntp@0.2.4~install: sntp@0.2.4
110907 silly lifecycle sntp@0.2.4~install: no script for install, continuing
110908 silly install hawk@1.1.1 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/hawk-62527c05
110909 info lifecycle hawk@1.1.1~install: hawk@1.1.1
110910 silly lifecycle hawk@1.1.1~install: no script for install, continuing
110911 silly install request@2.40.0 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/request-defc66cc
110912 info lifecycle request@2.40.0~install: request@2.40.0
110913 silly lifecycle request@2.40.0~install: no script for install, continuing
110914 silly install lockfile@1.0.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lockfile-2c40d961
110915 info lifecycle lockfile@1.0.2~install: lockfile@1.0.2
110916 silly lifecycle lockfile@1.0.2~install: no script for install, continuing
110917 silly install lodash@2.4.2 /media/ram/Main Drive/hackathon-revamped/node_modules/.staging/lodash-74d083ba
110918 info lifecycle lodash@2.4.2~install: lodash@2.4.2
